date,ratio
2025-08-22,53.00659614250573
2025-08-25,52.06481311634143
2025-08-26,53.574705101284586
2025-08-27,53.072486620016555
2025-08-28,53.12384101994851
2025-08-29,54.26808053808386
2025-09-02,54.11495808078435
2025-09-03,56.17007788971214
2025-09-04,56.17202385856391
2025-09-05,58.39987091562416
2025-09-08,58.433989652036004
2025-09-09,58.17180243803188
2025-09-10,57.226326408682006
2025-09-11,58.31168774454629
2025-09-12,58.21343088670811
2025-09-15,58.17061604348393
2025-09-16,57.17452099000031
2025-09-17,57.48321426078496
2025-09-18,57.317916763629306
2025-09-19,58.575302841803385
2025-09-22,59.71743275256232
2025-09-23,59.62151248626038
2025-09-24,57.42576119912157
2025-09-25,57.508459669000764
2025-09-26,57.44522183056243
2025-09-29,60.21906787076828
2025-09-30,61.58089008503466
2025-10-01,62.601166662632565
2025-10-02,63.4871028477838
2025-10-03,63.74507195698165
2025-10-06,64.0055128529453
2025-10-07,64.41924715932352
2025-10-08,64.64108869936629
2025-10-09,64.15705017905387
2025-10-10,67.5025432825644
2025-10-13,69.06370787922523
2025-10-14,70.50596493220984
2025-10-15,71.68182374344285
2025-10-16,74.49008464166741
2025-10-17,72.81716780809249
2025-10-20,75.38942746580683
2025-10-21,70.69699018932695
2025-10-22,69.13504106570512
2025-10-23,66.76646607660584
2025-10-24,66.96585207063008
2025-10-27,65.27319870664904
2025-10-28,65.93848463105124
2025-10-29,65.86805524675724
2025-10-30,66.06075728889331
2025-10-31,65.30337784626745
2025-11-03,65.52498114364813
2025-11-04,65.18658952529256
2025-11-05,66.78355957603607
2025-11-06,66.96785936238905
2025-11-07,66.93556321914225
2025-11-10,68.38183488521238
2025-11-11,67.28046761288323
2025-11-12,71.88236932281723
2025-11-13,71.33924008030819
2025-11-14,68.02463117451347
2025-11-17,67.90686127841579
2025-11-18,66.86368022060681
2025-11-19,68.60195231127724
2025-11-20,68.59147855706655
2025-11-21,70.21529202111343
2025-11-24,69.54282616812299
2025-11-25,71.42709475095688
2025-11-26,71.01790429578479
2025-11-28,72.04611203508661
2025-12-01,71.46493301579343
2025-12-02,71.39495465948622
2025-12-03,71.23494063341057
2025-12-04,70.58488241884163
2025-12-05,70.12150089792688
2025-12-08,71.11413246186162
2025-12-09,72.21802910407726
2025-12-10,71.78241478040563
2025-12-11,74.40104363762123
2025-12-12,74.86246867103422
2025-12-15,75.79549838865628
2025-12-16,77.8813092880182
2025-12-17,77.71719890468951
2025-12-18,77.28405845189467
2025-12-19,76.97493671177538
2025-12-22,76.61782841332065
2025-12-23,76.7865659929873
2025-12-24,76.78834986848284
2025-12-26,79.82199442505609
2025-12-29,74.46797454031191
2025-12-30,75.41156238346495
2025-12-31,75.33264081495011
2026-01-02,75.268665828924
2026-01-05,76.07853095955204
2026-01-06,78.45615458624691
2026-01-07,79.46597019657987
2026-01-08,77.03774800238577
2026-01-09,75.95229847451466
2026-01-12,77.3831899947479
2026-01-13,75.04824334910823
2026-01-14,74.59367575848476
2026-01-15,77.99121324196878
2026-01-16,77.19380902344069
2026-01-20,78.87968322207765
2026-01-21,79.70636571796575
2026-01-22,82.69541364916148
2026-01-23,81.48354708006067
2026-01-26,83.78195787273155
2026-01-27,81.42170142714558
2026-01-28,83.87280769568262
2026-01-29,81.29624046471434
2026-01-30,72.28799215650028
2026-02-02,74.38847836181404
2026-02-03,77.57791910041459
2026-02-04,75.5357683212638
2026-02-05,76.81149995292655
2026-02-06,77.91031085371125
2026-02-09,78.47886660105735
2026-02-10,78.23326886041583
2026-02-11,78.47130300455083
2026-02-12,78.3529628159896
2026-02-13,79.85371360691428
2026-02-17,78.33947952671072
2026-02-18,76.49179035515363
2026-02-19,74.90440884366609
2026-02-20,76.20575163729175
2026-02-23,78.49042960246608
2026-02-24,78.55858632416732
2026-02-25,79.58422574238489
2026-02-26,79.38199774078193
2026-02-27,78.0438714113413
2026-03-02,74.32822761236594
2026-03-03,68.50053741391349
2026-03-04,68.58022962984461
2026-03-05,62.52684447741945
2026-03-06,56.612761400132364
2026-03-09,53.72480933154603
2026-03-10,62.66866850284121
2026-03-11,59.22521378044413
2026-03-12,53.43987909008017
2026-03-13,51.185290718889
2026-03-16,53.411764705882355
2026-03-17,51.98004414914408
2026-03-18,50.767233366244604
2026-03-19,47.85417333597222
2026-03-20,46.48494626250844
2026-03-23,49.972770168053586
2026-03-24,47.6372482661199
2026-03-25,50.374222985612185
2026-03-26,46.31138700821072
2026-03-27,45.082296542714275
2026-03-30,43.99300272968887
2026-03-31,45.84336381504053
2026-04-01,48.645961675976885
